protected_idx,original_idx,similarity,protected_id,original_id,confidence,ml_match_probability,ml_refined,distance_refined,refinement_skipped,refinement_distance,refinement_reason
9026,3378,0.9995308955283704,30db357952e23703d0a541b7983fb56b,3378,high,1.0,False,False,True,,High confidence
9184,660,0.9995306501538512,bcdf455fcdf704885ed8fc68027f99c2,660,high,1.0,False,False,True,,High confidence
19205,13046,0.9995306265036998,deb2e05b01de3d6e5f9ee62e67b8a2de,13046,high,1.0,False,False,True,,High confidence
19285,5240,0.999530424774609,3cd53c93362be839dc4d65dca6e114f0,5240,high,1.0,False,False,True,,High confidence
15990,15266,0.9995302231621322,e81d1f69c6a0c81b3d0dd17e5b9afcd1,15266,high,1.0,False,False,True,,High confidence
14438,5811,0.9995300170429244,369389c3e2916086fedfb741f6a4e93b,5811,high,1.0,False,False,True,,High confidence
13543,10318,0.9995299281775333,358cb59af1bc77684388e8aae8d2640c,10318,high,1.0,False,False,True,,High confidence
6185,18376,0.9995299073219065,3ece0e0f4efce9ad8ea97b3e7c90e007,18376,high,1.0,False,False,True,,High confidence
4878,16125,0.9995298150660147,f0a83b56482ab1c6bc228d1342a8297d,16125,high,1.0,False,False,True,,High confidence
4707,9745,0.9995297100973063,3c3e500c3a34c680618471d74883be6b,9745,high,1.0,False,False,True,,High confidence
16954,10847,0.9995292502883885,7bb002da3349eb13bf5fee48024e76eb,10847,high,1.0,False,False,True,,High confidence
499,1747,0.9995292010603289,a9322f1648942d73da0a8e5edecc0a5e,1747,high,1.0,False,False,True,,High confidence
19027,2708,0.9995288836722258,22aaf5c7901a9bef2222e8f8cc9ed6f3,2708,high,1.0,False,False,True,,High confidence
17223,2660,0.9995288071041484,edbc2c62302c1982410e07903531eb5a,2660,high,1.0,False,False,True,,High confidence
8231,1596,0.9995283638727901,821520684b1ffa920ffdb70439b9621a,1596,high,1.0,False,False,True,,High confidence
645,5687,0.9995281481579424,5271be1d3cd80242786237c5724d0ea0,5687,high,1.0,False,False,True,,High confidence
6560,19130,0.999528071294133,6d27ccab9708ed278d7d71f09846f6bb,19130,high,1.0,False,False,True,,High confidence
9364,16269,0.999527919987095,fdc429d1edeb9297c49d7c1679eaa4f3,16269,high,1.0,False,False,True,,High confidence
14880,1269,0.9995276301986337,ab4e5f3694541a968831aebde3f67e01,1269,high,1.0,False,False,True,,High confidence
6833,13387,0.999527282570373,9030cca8a4a0ae5c970dd485d5be1f1c,13387,high,1.0,False,False,True,,High confidence
14631,13543,0.9995271551728122,3c7f85316cc2bee9958bdae3d0734a76,13543,high,1.0,False,False,True,,High confidence
9052,6025,0.9995271081066619,90fdeeec922db7116911837de4ede35f,6025,high,1.0,False,False,True,,High confidence
16580,19325,0.9995269959531572,b9e16470eb79bc83e55e0fbf9be6363c,19325,high,1.0,False,False,True,,High confidence
16034,4108,0.9995268991597362,c43ddb79f5ca6826c424623d891f984d,4108,high,1.0,False,False,True,,High confidence
11306,9491,0.9995265715963277,c4a2529506f86eba35d85ba1172858be,9491,high,1.0,False,False,True,,High confidence
10398,18952,0.9995265095058453,ba432cb589e8b89bb05b4cdbfc15844e,18952,high,1.0,False,False,True,,High confidence
13404,3767,0.9995264445380001,2c7280fb4695cd873ac02835efada18b,3767,high,1.0,False,False,True,,High confidence
19445,4910,0.9995263289912804,ab71aa7c48b13975e7755a0b5de3d584,4910,high,1.0,False,False,True,,High confidence
12289,12210,0.9995262783553477,f4742d8ad4d34705d5a2c1b2a4255ae4,12210,high,1.0,False,False,True,,High confidence
9607,12146,0.999526054729081,014f552c6811dbacf91f90b07243486e,12146,high,1.0,False,False,True,,High confidence
19216,17260,0.9995257547558195,6ee2a661d7f4e9d7c761171519bd57d8,17260,high,1.0,False,False,True,,High confidence
3863,1210,0.9995257168957967,eb9e81edcac77dfb53a17a22c62b6e58,1210,high,1.0,False,False,True,,High confidence
5064,3402,0.9995256945025609,2b2abd6bddcfa5acc7d6f43e74d1b99f,3402,high,1.0,False,False,True,,High confidence
7682,12556,0.9995256696221811,b01adb4c4d550c09fe35e7e39af48bcc,12556,high,1.0,False,False,True,,High confidence
15448,6646,0.9995254933904476,8b540fbad11d33124a0b9ad1e0c14448,6646,high,1.0,False,False,True,,High confidence
12737,18866,0.9995253554805726,b93305c6653563e0432af3f94f04fe30,18866,high,1.0,False,False,True,,High confidence
15067,4471,0.9995252848792953,ae6a167834e090530ec12a63123a221a,4471,high,1.0,False,False,True,,High confidence
7123,7753,0.9995252759222513,2201067ba6663d932a132dded3d71eec,7753,high,1.0,False,False,True,,High confidence
2563,1247,0.9995252628449665,87cea4ea371ee269cebde56ea25391dc,1247,high,1.0,False,False,True,,High confidence
6004,13072,0.999525214377596,715d5c4497f10e7de9df1bccbcb3b0eb,13072,high,1.0,False,False,True,,High confidence
15546,9590,0.9995250819604169,65fea165a77ad04082707f7710e5cd9e,9590,high,1.0,False,False,True,,High confidence
4971,17792,0.9995250791425996,5f2626419cc292b5b6cf92c8cd10ee3b,17792,high,1.0,False,False,True,,High confidence
660,6076,0.9995250651107971,018100f61fdedd1882d25bf9e395cc4e,6076,high,1.0,False,False,True,,High confidence
15025,9379,0.9995249265885567,84f685abe229139376924db53d01bf6b,9379,high,1.0,False,False,True,,High confidence
9833,16554,0.9995249250115766,880cda2b9b8de9da70a6e1928a2e80e0,16554,high,1.0,False,False,True,,High confidence
15543,8728,0.999524909646972,bfaf1747bba3b913c83c2228667c84f5,8728,high,1.0,False,False,True,,High confidence
6449,15832,0.9995248391172721,2bde50e4d10fedbe457c32a20625ce19,15832,high,1.0,False,False,True,,High confidence
2948,11082,0.9995243046672057,9b98fe5aec4062041a4587b613c5f84b,11082,high,1.0,False,False,True,,High confidence
6347,12847,0.9995242487528424,999534d1d81d861455eb5937ec290f11,12847,high,1.0,False,False,True,,High confidence
14583,8504,0.9995242455533653,a09f5c8e385fbfa8d8d011177dbc4fed,8504,high,1.0,False,False,True,,High confidence
7010,407,0.9995241242408478,1eaa1ea07ae23bcaafd1ed344b52754e,407,high,1.0,False,False,True,,High confidence
16777,12707,0.999523905042417,81db43c874884ab2b429faf8f6db06d2,12707,high,1.0,False,False,True,,High confidence
5074,17610,0.9995238895093982,4f35ce72d8581ed72164b5f746d026d7,17610,high,1.0,False,False,True,,High confidence
6652,11506,0.9995237640361688,c42f8feb1dcb7f2c6143e47fd76f8048,11506,high,1.0,False,False,True,,High confidence
13919,14962,0.9995233096883774,14406db41d2499c9236e17474a6db878,14962,high,1.0,False,False,True,,High confidence
4386,3181,0.9995232904954837,659ed66772f42c0c6204ee101539045a,3181,high,1.0,False,False,True,,High confidence
3059,4852,0.9995231994926583,9917e66e32c30e01f5b75c8c134e730d,4852,high,1.0,False,False,True,,High confidence
9858,18128,0.9995231167598851,c02c683052af762c27e46935bc237454,18128,high,1.0,False,False,True,,High confidence
7757,11039,0.9995230011948325,d6e88d2342730efcf3715b6f30d90220,11039,high,1.0,False,False,True,,High confidence
11107,11316,0.9995228607088733,90106c3f3edec27e8b0250fd518fc674,11316,high,1.0,False,False,True,,High confidence
7807,10885,0.9995227902452507,65ff8872755b71db78e9b158f2ce2820,10885,high,1.0,False,False,True,,High confidence
15268,15361,0.9995227657539494,bd09b4c3d9151fd18dc2767f53930d39,15361,high,1.0,False,False,True,,High confidence
11384,15128,0.9995226946969388,030c979a397bd0300dc3d6b29b2dbdcb,15128,high,1.0,False,False,True,,High confidence
17074,13752,0.9995226289540166,c6ee186d2964d57fe914d53d38eb8a5e,13752,high,1.0,False,False,True,,High confidence
7935,704,0.9995223926961828,96f031438784d2597de7e89d5f0b9162,704,high,1.0,False,False,True,,High confidence
8171,7546,0.9995223738921748,d05c9ddf92ad975ee33080444dabb5d6,7546,high,1.0,False,False,True,,High confidence
324,14012,0.9995223188331247,337a0142eb87c75de35edb9eae18df01,14012,high,1.0,False,False,True,,High confidence
12955,16076,0.9995222584152172,48ced322a5599e872f4e71a1ee209d11,16076,high,1.0,False,False,True,,High confidence
4145,7801,0.9995219424759207,314954ea676eb7d9b72bc47262089d5d,7801,high,1.0,False,False,True,,High confidence
4413,8294,0.9995218456949571,c98da00236ba44b127145cb72b98dc26,8294,high,1.0,False,False,True,,High confidence
9137,8724,0.9995218051061812,7869889164e0bcf3fa24ae26751ac88a,8724,high,1.0,False,False,True,,High confidence
15568,4891,0.9995217152240882,8a3cf48389bd80a2d24639591760ba82,4891,high,1.0,False,False,True,,High confidence
9257,672,0.9995215409500084,f674f0aec6c3b1ffec424e9764d915b7,672,high,1.0,False,False,True,,High confidence
19591,7390,0.9995209977808854,fd3e8a28e7b256ab1eaf51721af02ce6,7390,high,1.0,False,False,True,,High confidence
14646,13353,0.9995205840622843,709649cad5c267e521bc519ca72e8b45,13353,high,1.0,False,False,True,,High confidence
19906,8392,0.9995203947686913,fbf2ddfec79074a7c1f2cce81845b2af,8392,high,1.0,False,False,True,,High confidence
15386,13048,0.9995203134794398,3b27a652a4dadbc152a58b7cfb8f41e4,13048,high,1.0,False,False,True,,High confidence
13591,9225,0.9995201556428469,d04f1b8ad257e009c90766cbc2c491e1,9225,high,1.0,False,False,True,,High confidence
408,8803,0.9995199941704469,de163c28273d2b100985f4234eec3280,8803,high,1.0,False,False,True,,High confidence
4152,19141,0.9995199827063548,a240b806d423ddd92540dfe2b7b8b4d3,19141,high,1.0,False,False,True,,High confidence
14080,18607,0.9995199421473759,edc8bcc8a6b76b978356be5293bcd752,18607,high,1.0,False,False,True,,High confidence
12742,8949,0.9995198386803418,b27592a02591a9ce2c7376b0fcea5181,8949,high,1.0,False,False,True,,High confidence
13348,5680,0.9995198328953899,296be4a148d14caa087007a7dd55caf0,5680,high,1.0,False,False,True,,High confidence
2249,4978,0.9995192472638349,99a24585720b7e3dd5c8de37fbc95e2b,4978,high,1.0,False,False,True,,High confidence
16928,18997,0.999519059125765,b1b29f2d109039a7656db1b44a984eb1,18997,high,1.0,False,False,True,,High confidence
16906,492,0.999518978700176,7df5434112bf270da421a85f5a0ddf6b,492,high,1.0,False,False,True,,High confidence
10260,13260,0.9995189385410889,aa0242ae4790a3417981cbaab0fadb39,13260,high,1.0,False,False,True,,High confidence
12356,4366,0.9995188633642991,7351e73b37293693d0505013467b77ba,4366,high,1.0,False,False,True,,High confidence
8155,6486,0.99951872476422,edf2ffe885cdbb8c79e83d7cad281636,6486,high,1.0,False,False,True,,High confidence
2254,10331,0.9995186730547193,383b30674227a7fa63022ff225abf1d4,10331,high,1.0,False,False,True,,High confidence
16372,10813,0.9995185925588584,f4a55677f959758806e920edc11d893a,10813,high,1.0,False,False,True,,High confidence
10431,5582,0.9995185754740927,dac7dc52c42cf65798640fe4931f51eb,5582,high,1.0,False,False,True,,High confidence
4401,5418,0.9995182475760802,906d7f97110c12a07ae48dd7f5a5253d,5418,high,1.0,False,False,True,,High confidence
19743,12757,0.9995181823394719,36dcdf01cf422c295ea3058db4dafafc,12757,high,1.0,False,False,True,,High confidence
2259,11455,0.9995181403731561,fe61e0d9f1cab423f2eaad2f1f0f9c63,11455,high,1.0,False,False,True,,High confidence
9209,13491,0.9995180827233608,6e471dc075dbd28118aaadb7391a10e4,13491,high,1.0,False,False,True,,High confidence
17792,16044,0.999517924087476,15f9ba0ce43d4c2ea5af945e48ea25fb,16044,high,1.0,False,False,True,,High confidence
6234,15905,0.9995178907491059,66f49e5193e3a710d89735a738d2b2a0,15905,high,1.0,False,False,True,,High confidence
19609,19531,0.999517877905706,6685c02659f49fa623dc95c136d05d00,19531,high,1.0,False,False,True,,High confidence
209,4745,0.9995178245716001,0d00f5b4cf39b2543ab2965c407d60c7,4745,high,1.0,False,False,True,,High confidence
11776,18690,0.9995177097226731,5264394cda3f2fca40841415945eb7e7,18690,high,1.0,False,False,True,,High confidence
15028,15153,0.999517514035939,5affe633d3c1501992ed4cecadd1eb3a,15153,high,1.0,False,False,True,,High confidence
8926,6680,0.9995174718318823,438c8b70e9fd31ceee893fc0dc9554bf,6680,high,1.0,False,False,True,,High confidence
15354,11708,0.9995173849352057,35ed3f348be1c29e78ff9a74f15f5bf9,11708,high,1.0,False,False,True,,High confidence
17503,7230,0.99951697092048,d0bd5d6737500f6dd5520b2eea10b32f,7230,high,1.0,False,False,True,,High confidence
15982,6774,0.9995168415812885,080e0380c962c0696cb0c50b56678c34,6774,high,1.0,False,False,True,,High confidence
8743,8495,0.999516744699856,cd63b4becf49590b170fe4bcd7682618,8495,high,1.0,False,False,True,,High confidence
975,17470,0.999516717706008,1a7bf8127c76a83661e756d13eade700,17470,high,1.0,False,False,True,,High confidence
6881,16463,0.9995166939368152,bf985f8b308180089531cb32991902a7,16463,high,1.0,False,False,True,,High confidence
12058,12105,0.9995164163674234,79a27a31bc50e6a74a7b14f28bb8b919,12105,high,1.0,False,False,True,,High confidence
2959,16788,0.9995164046964926,948690958a62726318b0c8c28a111bba,16788,high,1.0,False,False,True,,High confidence
1777,9981,0.9995160164078623,b0c3dfc670adaff5f534eae2135ee14e,9981,high,1.0,False,False,True,,High confidence
16586,10451,0.9995159263424691,e897691c2eda07db454a3e8ae4451743,10451,high,1.0,False,False,True,,High confidence
1564,12740,0.9995156311072161,ce3820edfa1d805e0d8dad0ce3c61321,12740,high,1.0,False,False,True,,High confidence
233,7886,0.9995154840713781,a2bba7b44da150a4ad0cf7633e0e6ae3,7886,high,1.0,False,False,True,,High confidence
18823,7119,0.9995151583928252,d05ea990b12f215556e63aaa03d3a2f8,7119,high,1.0,False,False,True,,High confidence
10606,17906,0.999515150569874,9f7cfe8df6fbaa803d0e3e388b71b7aa,17906,high,1.0,False,False,True,,High confidence
15071,17974,0.9995151393222633,c5c45e8c10131d8650e9dbe00f3f5d19,17974,high,1.0,False,False,True,,High confidence
7703,3469,0.999515133557035,f326ae7edc18f70a4c33f61770817d81,3469,high,1.0,False,False,True,,High confidence
15697,11601,0.999514969825037,68f19355e69aac40f3b0aebb6e0b643e,11601,high,1.0,False,False,True,,High confidence
14448,19386,0.9995147493148638,fe0acbd39c4d1fdf43dc67a4fcc41256,19386,high,1.0,False,False,True,,High confidence
10885,7292,0.9995146805786764,75ca3e6840271c587161ff53e6cd67be,7292,high,1.0,False,False,True,,High confidence
19782,5423,0.9995146801734476,f9443d4108a145a17b469ca390e686eb,5423,high,1.0,False,False,True,,High confidence
6693,15091,0.9995143798562459,2997d14b95b296f5d541200c340cb888,15091,high,1.0,False,False,True,,High confidence
11019,9212,0.9995143259078652,efd3234682ba99a648abe967f5db73fc,9212,high,1.0,False,False,True,,High confidence
3583,15028,0.9995141642372908,c07f18e1eff6b356340e231ecc50f128,15028,high,1.0,False,False,True,,High confidence
11784,15704,0.999513815584685,914ce5b590e1b2cdf0c0be9bcba97150,15704,high,1.0,False,False,True,,High confidence
1126,10249,0.9995137648079816,55757affbde96f3d2720512131c22dbe,10249,high,1.0,False,False,True,,High confidence
13794,7951,0.9995137524981258,386f64ddc8a672ff90fff4e9a4f84883,7951,high,1.0,False,False,True,,High confidence
16322,9480,0.9995135027603049,17c3054b24dd988ea14b229bbdca526a,9480,high,1.0,False,False,True,,High confidence
695,4031,0.9995133319919783,c5baa0551dbe9203d551022fdbf1b913,4031,high,1.0,False,False,True,,High confidence
19875,1059,0.9995133143069238,52a07146ef03752239f7bd0e24bb2ff7,1059,high,1.0,False,False,True,,High confidence
17665,16994,0.9995131701962763,5f3f7f43579d21b505f2cb9750e9e434,16994,high,1.0,False,False,True,,High confidence
15035,3092,0.9995130649218343,3e76f8daaf77b3355810b51400ace1ce,3092,high,1.0,False,False,True,,High confidence
16462,18441,0.9995130581841808,f169e5e4e95280a6a32ef4ba44d87d1c,18441,high,1.0,False,False,True,,High confidence
8599,14773,0.9995130509834051,2d074654dddb5f3277dd7a87f0051f3e,14773,high,1.0,False,False,True,,High confidence
7033,15326,0.999513012279754,60e9ce43bea3200991d736909996303f,15326,high,1.0,False,False,True,,High confidence
14336,3496,0.9995129319936819,e105e87d1b2f9ed97c7479c6097c71bf,3496,high,1.0,False,False,True,,High confidence
7194,17322,0.9995127865426104,2f0e200b421096e5f2456a80b394ac18,17322,high,1.0,False,False,True,,High confidence
15628,12629,0.999512592896793,7bf401af3932093564c2ac5b615eb9bd,12629,high,1.0,False,False,True,,High confidence
17336,4669,0.9995125626363687,15e92765cfd5dc9838ba78c9b1b3cf9e,4669,high,1.0,False,False,True,,High confidence
16340,1892,0.9995124333788538,7a513ba24884788affc3c5ace9ad4e37,1892,high,1.0,False,False,True,,High confidence
7061,590,0.9995123444183939,f4e30dd26d7ed498fede527a7f46859c,590,high,1.0,False,False,True,,High confidence
2538,18917,0.9995122063032297,91acc6592dc21a62290befea25bf7d3a,18917,high,1.0,False,False,True,,High confidence
10688,3541,0.9995120446610183,5942e58a515766391c019d7488ae88fa,3541,high,1.0,False,False,True,,High confidence
9101,14853,0.9995116849170743,6ed917f50b61f689fadb69e9f703f44d,14853,high,1.0,False,False,True,,High confidence
5553,7945,0.9995116636880443,03164fe3ce26f84e54b6eea9dd592bb5,7945,high,1.0,False,False,True,,High confidence
15763,17478,0.9995115220400654,cf0a377340fd42c0a056e5363cb87594,17478,high,1.0,False,False,True,,High confidence
4738,8280,0.9995114864721009,c9d4d618cb7dc7a52c995a532d8a44d9,8280,high,1.0,False,False,True,,High confidence
13007,8388,0.9995114449281833,da03bbc8d63f92c15e220d98e3c3a564,8388,high,1.0,False,False,True,,High confidence
11579,3690,0.999511213354584,cd5fbc3f87cbb90a0190eb5d1039c795,3690,high,1.0,False,False,True,,High confidence
888,15237,0.999511025751911,1dfdd0096bd7a2d5f663dcb55c50e0b6,15237,high,1.0,False,False,True,,High confidence
14419,6103,0.999510994355924,6f7e70cab4772dc3c8dd639ce28bf528,6103,high,1.0,False,False,True,,High confidence
12103,2509,0.9995109371369004,0acedc99c596f1471bad3615cb522555,2509,high,1.0,False,False,True,,High confidence
18928,10112,0.9995108950624878,57c122d80b1af48bb6125791c7dea4f6,10112,high,1.0,False,False,True,,High confidence
10258,4348,0.9995108398254208,4441a472aa1d4a287a24aa03581d8505,4348,high,1.0,False,False,True,,High confidence
12255,18920,0.9995104459428912,a4d0d7b0707635b57f8e5640b83b3138,18920,high,1.0,False,False,True,,High confidence
5590,17133,0.9995102302762332,d722e76fd09cf436802faa7f73fb1b17,17133,high,1.0,False,False,True,,High confidence
11642,16803,0.9995097593666857,e6eea43db42889b8980803758e3b261c,16803,high,1.0,False,False,True,,High confidence
3066,16747,0.9995097462106356,fe02db925a38f718a7f5f5c1459dfa7a,16747,high,1.0,False,False,True,,High confidence
8961,11526,0.9995096676994968,db029611fa7071985e2489f8a0daed7a,11526,high,1.0,False,False,True,,High confidence
3612,13953,0.9995094748242601,0b3c18e592cb53dd1073796abdf41bdc,13953,high,1.0,False,False,True,,High confidence
4962,6062,0.9995094653188349,8ab684fe1a82b0caf2e8afc0a28f0b19,6062,high,1.0,False,False,True,,High confidence
17261,5619,0.9995094239239861,499d6f126e52a773a9255014d84ff4a8,5619,high,1.0,False,False,True,,High confidence
11736,7027,0.9995093170909128,30aac5ddcae43e926325986c50260ad5,7027,high,1.0,False,False,True,,High confidence
7663,2764,0.9995092302631035,b0ec6d9a355056a6c3f35de0c268d344,2764,high,1.0,False,False,True,,High confidence
7996,14953,0.9995088382189342,80a37cdd1f404790f711ff6037273168,14953,high,1.0,False,False,True,,High confidence
295,447,0.9995085291095583,b5d902e78511a2e77d10c75a889b21e4,447,high,1.0,False,False,True,,High confidence
5439,15818,0.999508409058725,6bfc96821abfe54e7c8fdab02dbe83fd,15818,high,1.0,False,False,True,,High confidence
13609,12152,0.9995083052789676,55424cb96270c457cede6e2f6cb8ffdf,12152,high,1.0,False,False,True,,High confidence
9522,9292,0.9995081561791079,75b9abb1c028a819916c30a49b0fc55e,9292,high,1.0,False,False,True,,High confidence
2492,9172,0.9995075471614097,7be67e733ad0f6262421277875c9f673,9172,high,1.0,False,False,True,,High confidence
16907,11691,0.9995075082632864,e2e9eddf780acf1d4a774857bdefe527,11691,high,1.0,False,False,True,,High confidence
8260,18998,0.9995072103752262,58a1aefc0382ed236c4d863b5686258f,18998,high,1.0,False,False,True,,High confidence
19947,19457,0.999507189534374,c18ff5e4006fc9eb42f0a4b577f25529,19457,high,1.0,False,False,True,,High confidence
16177,1474,0.9995066848543632,8b93f7239776526ef32cbf6768e2a787,1474,high,1.0,False,False,True,,High confidence
508,6237,0.9995065307432248,d2aca1b57a029b13548cd4e441372331,6237,high,1.0,False,False,True,,High confidence
3950,15402,0.999506237535379,afa0b3bf19d908bade6d6438132c376a,15402,high,1.0,False,False,True,,High confidence
1135,17833,0.9995061493955766,6e23d931495d920a1dd466989cf97b01,17833,high,1.0,False,False,True,,High confidence
9939,3026,0.9995060243011252,e6a16fc84aa43f559f19c5afa7184599,3026,high,1.0,False,False,True,,High confidence
19533,3440,0.9995059990029405,a5bc70e40b7d7959e3f724eabcb25446,3440,high,1.0,False,False,True,,High confidence
17355,12497,0.9995059166218349,404c38312cf649c8254265ccbca1ccff,12497,high,1.0,False,False,True,,High confidence
2084,18464,0.9995057852398903,22c1a52220b6259e9b2f4d58f9713ba1,18464,high,1.0,False,False,True,,High confidence
5523,2088,0.9995053825879437,4468dfdcf457c3234a3d5635574393b3,2088,high,1.0,False,False,True,,High confidence
12229,1559,0.9995052806522652,52a4bb566d175b17790e222925d18fdd,1559,high,1.0,False,False,True,,High confidence
5175,11131,0.9995052036146197,83682ee52ccb7a288f22aa36c02bcbfa,11131,high,1.0,False,False,True,,High confidence
2019,19673,0.9995051697304812,e630bcb828b01177943b3dbd26900563,19673,high,1.0,False,False,True,,High confidence
11037,1103,0.9995049060173531,dbbd6715cf80dc86d1ef056c77e828c3,1103,high,1.0,False,False,True,,High confidence
8712,17013,0.9995048212076734,dd49b79d0d504cba4fe8e99e4d81b54a,17013,high,1.0,False,False,True,,High confidence
16869,4009,0.9995047923681969,aa223a65cf8ae2b4663deff55b5ce9ae,4009,high,1.0,False,False,True,,High confidence
964,14304,0.9995046909483977,9d132cda6bfe90a4f6bce14f20a6c828,14304,high,1.0,False,False,True,,High confidence
12918,17932,0.9995046270509853,cf8a2044c726f374845ad5df6d2e1b90,17932,high,1.0,False,False,True,,High confidence
7009,8473,0.9995043137781857,dd869c3447954b6afc2a92cbdaa7e196,8473,high,1.0,False,False,True,,High confidence
3257,3910,0.9995041248067876,acf121ea98a29aa0ab4b2a7e46900140,3910,high,1.0,False,False,True,,High confidence
11662,9980,0.9995040890691202,7dcb93d7aa2c2480144efc67bcda20cb,9980,high,1.0,False,False,True,,High confidence
1714,15851,0.9995040535876397,4ec07c8df6cc60a4f86e002702495047,15851,high,1.0,False,False,True,,High confidence
16878,10211,0.9995040013752943,3183f72d2838dbb0be045d584cdb65a2,10211,high,1.0,False,False,True,,High confidence
5058,11121,0.9995039586972467,6afa212d5dcfcce04ad3856be833da75,11121,high,1.0,False,False,True,,High confidence
15409,8923,0.9995039354939437,0f6a12bc4aad3223b75188b8b283d5ed,8923,high,1.0,False,False,True,,High confidence
365,13426,0.9995035181013998,6187d86e2ba1f4a5cb0568f39ae3fde3,13426,high,1.0,False,False,True,,High confidence
9834,17156,0.9995032834910472,9a147d4f1cb0a88392438a0cf79323f8,17156,high,1.0,False,False,True,,High confidence
10547,1155,0.9995031779564503,feec65a995abda2dd66dcfe07ff6cafe,1155,high,1.0,False,False,True,,High confidence
17654,6519,0.9995031679378376,bc752772e0a6eff2543fbe3d615fda95,6519,high,1.0,False,False,True,,High confidence
1747,13274,0.9995029965506297,403a3fce381b432b7ad7f08ede865777,13274,high,1.0,False,False,True,,High confidence
18585,6446,0.9995029962938451,78c94571aac687f538a77e1de34ef826,6446,high,1.0,False,False,True,,High confidence
5049,14851,0.9995028402097532,fd778a1ad003cfe911ca3f94e1f90569,14851,high,1.0,False,False,True,,High confidence
4440,11724,0.9995027253749642,30292a5b23dc133fefe378b4cfdf6972,11724,high,1.0,False,False,True,,High confidence
18751,14286,0.9995026455757062,96076a0e998f4586bd3f8de41e70c7d7,14286,high,1.0,False,False,True,,High confidence
11523,10794,0.9995025906155727,faa35707ad09f3a1f6aa3e862b8b3010,10794,high,1.0,False,False,True,,High confidence
10981,2577,0.9995024902412513,b4e614122c03e4eacebf95f3a8e9fb63,2577,high,1.0,False,False,True,,High confidence
13280,14993,0.9995024257769257,e8f52a50cfce271fbc0ed0a1f189a9b8,14993,high,1.0,False,False,True,,High confidence
13343,3661,0.9995017347042485,09d1564ad064799ec6e6da5a17fb4a95,3661,high,1.0,False,False,True,,High confidence
5708,18870,0.9995016630952117,29bd7cbc57835653ee4fc2933e8b42db,18870,high,1.0,False,False,True,,High confidence
3251,10560,0.9995013026232892,cd5b20b6e97eb74875b632a303c17e40,10560,high,1.0,False,False,True,,High confidence
6749,14619,0.9995010501760825,4e53990fd1c57d846c8ed3a18efe6740,14619,high,1.0,False,False,True,,High confidence
1444,17686,0.9995009388577878,dd32d1778d8115ab12dd38b17a6ab606,17686,high,1.0,False,False,True,,High confidence
16821,17837,0.9995009310279318,672faa49152d09d9caf682512811d3c1,17837,high,1.0,False,False,True,,High confidence
9725,2373,0.9995007608826657,51fc28bfd14990e8a5b4cf5c20f52bc0,2373,high,1.0,False,False,True,,High confidence
18404,3814,0.9995006528151503,eff6f334d826986491248f83d8393a8e,3814,high,1.0,False,False,True,,High confidence
17783,18479,0.9995004156269904,1f80737e317cbcf23119d4240e7cde75,18479,high,1.0,False,False,True,,High confidence
2726,4045,0.9995002606217287,6148fe42e1a19f888df0e7de400b9b02,4045,high,1.0,False,False,True,,High confidence
10207,5344,0.9994999886828848,795776dde3e259295f47c71600d57196,5344,high,1.0,False,False,True,,High confidence
8416,4969,0.9994999333832109,a990837e6d622a27ddf367f06bc06c6d,4969,high,1.0,False,False,True,,High confidence
19195,8837,0.9994996819128327,82d56c73dabb4d3611ddd5ede4906269,8837,high,1.0,False,False,True,,High confidence
1357,7877,0.9994994355386394,c72ff83efa2dca5ad80dc636ce382ea1,7877,high,1.0,False,False,True,,High confidence
16306,11748,0.9994991585645094,74403817ef5795d2d79b682a6c95fad8,11748,high,1.0,False,False,True,,High confidence
7004,8288,0.9994991314443156,0e3541dbf79057d4b0025d886eca7ebb,8288,high,1.0,False,False,True,,High confidence
9446,3785,0.9994986403800205,a915afb07f42f3d4d9ce2306bcdbde1a,3785,high,1.0,False,False,True,,High confidence
6804,13094,0.9994986117189132,eb6dc7bea043ab61bb268aac99d8542e,13094,high,1.0,False,False,True,,High confidence
1392,9002,0.9994982128420242,c1aa8670b2f9001aa4f2c984d8c9c5bb,9002,high,1.0,False,False,True,,High confidence
15609,9278,0.9994980449472999,21746967faf21e5783be206e08f75501,9278,high,1.0,False,False,True,,High confidence
17527,15223,0.9994979703874218,8333df5cc087be66c34ea29423f334da,15223,high,1.0,False,False,True,,High confidence
6197,11355,0.9994979107820307,ddfc36b8f118fdfd40d5fd7af41ab63e,11355,high,1.0,False,False,True,,High confidence
17451,19726,0.9994974460519218,1be144b7bd21786535375dbf2d6cd37d,19726,high,1.0,False,False,True,,High confidence
18381,6099,0.9994974223347902,c058b8835f22c2493a505956e4d3e641,6099,high,1.0,False,False,True,,High confidence
1908,7268,0.999497016880996,218fd58bbcb9f11b76c72c78f480d28e,7268,high,1.0,False,False,True,,High confidence
2791,11579,0.9994969915109557,3b10a03d827fda74cfa8af4d9acbd954,11579,high,1.0,False,False,True,,High confidence
744,4505,0.9994969052148205,7f51e55fe6b10b560f7f6b8d53a8bbf0,4505,high,1.0,False,False,True,,High confidence
16065,6336,0.9994968996605764,c6f3d143d841d5af754dfc9e34adc760,6336,high,1.0,False,False,True,,High confidence
16645,8399,0.9994967025186894,382c905fdc9ce6b1ee9c73e0752f0b52,8399,high,1.0,False,False,True,,High confidence
